company_name,company_phone,phone_length
呂底雅企業社,87365378,8
呂理胡律師事務所,34222325,8
呅晨有限公司,227782222,9
呈冠實業有限公司,33693560,8
呈剛企業有限公司,226781954,9
呈恆坤企業有限公司,67893827,8
呈昱工程股份有限公司,34971273,8
呈曜實業有限公司,289511126,9
呈林印刷事業有限公司,222236113,9
呈永實業股份有限公司,213332710,9
呈祥國際企業有限公司,286676609,9
呈祥汽車修配廠,426392693,9
呈禾科技有限公司,65013677,8
呈霖牙醫診所,87343366,8
呈鴻企業有限公司,76242807,8
周世雄工作室,227375832,9
周公的墊有限公司,229337733,9
周崇賢律師事務所,73987375,8
周強貿易有限公司,77879958,8
味特生物科技股份有限公司,48537171,8
味而達科技有限公司,75371599,8
味鮮實業有限公司,52659611,8
呷茶紅茶幫,76104540,8
和信企業行,228852657,9
和信國際租賃有限公司,72213656,8
和信地政士事務所,34361212,8
和偉企業社,75888196,8
和僅餐飲有限公司,913403215,9
和典不動產企業社,62825151,8
和勝水電工程有限公司,33026980,8
和協工程技術顧問有限公司,423209616,9
和唐有限公司,227966233,9
和園企業有限公司,425674468,9
和均實業股份有限公司,289852855,9
和夏國際股份有限公司,227491776,9
和大石材有限公司,226107700,9
和客企業有限公司,227891518,9
和家實業有限公司,33816388,8
和家慶塑料有限公司,425341137,9
和富機電工程有限公司,33669480,8
和川股份有限公司,35363231,8
和平機車行,48322357,8
和庭事業有限公司,227941600,9
和建營造股份有限公司,63361599,8
和彩塑膠工業有限公司,33137588,8
和應實業有限公司,229540212,9
和成機車行,426394131,9
和成記帳士事務所,223920316,9
和拓國際股份有限公司,287976619,9
和捷塑膠軟管有限公司,289111761,9
和新企業社,930616808,9
和旺國際五金材料有限公司,225588027,9
和昇冷凍食品商行,423511515,9
和昇機車行,62535969,8
和昇玻璃行,937691636,9
和昌貿易有限公司,228323339,9
和昭企業有限公司,423351218,9
和昶榮有限公司,228721002,9
和晉機車行,423750655,9
和晏有限公司,33592021,8
和木企業有限公司,36589179,8
和樂照服企業社,936201978,9
和沐科技股份有限公司,33699268,8
和泉健康節能有限公司,227992727,9
和泰機車行,222534205,9
和泰綠能股份有限公司,229031050,9
和泰電信工程有限公司,422807778,9
和洋機車行,47584347,8
和潤土地開發股份有限公司,35201828,8
和玄有限公司,62432427,8
和生企業行,938258477,9
和生環保有限公司,423376871,9
和發建設股份有限公司,227928679,9
和盈彩印事業股份有限公司,228822387,9
和省錢有限公司,48958998,8
和立保全股份有限公司,73821951,8
和綸企業股份有限公司,34790182,8
和緻工程有限公司,33714868,8
和美建設有限公司,37631257,8
和美成科技有限公司,33819985,8
和群不動產顧問有限公司,222652988,9
和群國際有限公司,939339223,9
和興冷飲店,73617658,8
和興地政士事務所,223650755,9
和興輪胎行,76934538,8
和華國際有限公司,72695067,8
和葳國際股份有限公司,52204998,8
和葳行銷有限公司,424364200,9
和記橡膠有限公司,226835775,9
和辰股份有限公司,225792526,9
和達貿易有限公司,62599175,8
和適消防事業有限公司,39888428,8
和野投資股份有限公司,33398303,8
和鈺機車行,56314666,8
和鋒工業有限公司,425627256,9
和鋼工業股份有限公司,33196698,8
和鑫國際企業有限公司,223516838,9
和鑫起重有限公司,65892726,8
和雅電業工程有限公司,423366562,9
和風國際有限公司,422952732,9
和鴻企業有限公司,77213322,8
和鴻實業有限公司,929520557,9
和齊科技股份有限公司,32754888,8
咖啡伴股份有限公司,223825564,9
咨囿全系統科技商行,425131869,9
咨鼎管理顧問股份有限公司,227088900,9
咸德金屬股份有限公司,34395929,8
咸豐科技有限公司,933117899,9
品亮貿易有限公司,285121111,9
品冠事業有限公司,225116818,9
品冠動力輪業社,47552408,8
品卓企業股份有限公司,287515757,9
品口醫療器材行,223011092,9
品味實業有限公司,87320370,8
品地商用土地開發顧問有限公司,422358989,9
品堅工業股份有限公司,35182508,8
品姜有限公司,423911488,9
品宣企業有限公司,282213566,9
品屋行銷有限公司,282629551,9
品岱企業有限公司,73652203,8
品強科技精密有限公司,32288918,8
品揚工業有限公司,33676599,8
品春有限公司,222066368,9
品游科技有限公司,222573014,9
品濠國際有限公司,437023567,9
品熙商行,938338787,9
品特電子股份有限公司,34392111,8
品田創意整合有限公司,287803602,9
品甸企業社,225535818,9
品益家居有限公司,229098656,9
品盛科技有限公司,75561628,8
品祥工程行,986516358,9
品緯實業有限公司,929034242,9
品緯科技照明有限公司,422470628,9
品緻國際生物科技有限公司,285020875,9
品苑工程有限公司,226083831,9
品茶商號,226863099,9
品薇有限公司,227316760,9
品裕國際有限公司,222981980,9
品視科技有限公司,360273060,9
品誠布行,62585466,8
品豐大中華證券投資顧問股份有限公司,229573366,9
品辰傳媒股份有限公司,287728711,9
品達國際貿易有限公司,77022592,8
品都石材有限公司,226108090,9
品鉦洗衣商行,917117696,9
品鑽牙醫診所,282860747,9
品順有限公司,77779209,8
品鳳建設股份有限公司,226935577,9
品鴻實業有限公司,935568654,9
哆啦數位科技有限公司,968873398,9
哈楴有限公司,35367684,8
哈玩聚國際行銷股份有限公司,225575050,9
哈珀國際有限公司,226510800,9
哈瓦那貿易有限公司,227219188,9
哈維斯特國際股份有限公司,34260896,8
哈迪思國際股份有限公司,286855218,9
員大國際有限公司,227361290,9
員賓企業有限公司,222219756,9
哥吉生技有限公司,277098228,9
哥德式國際股份有限公司,229615422,9
哲固資訊科技股份有限公司,33135577,8
哲泰企業有限公司,55575949,8
唐吉室內裝修設計工程有限公司,227098470,9
唐晟國際股份有限公司,223460020,9
唐普科技有限公司,76104850,8
唐榮車輛科技股份有限公司,76955665,8
唐浩科技有限公司,227901794,9
唐玉建設有限公司,52312285,8
唐觀電子商務有限公司,422219199,9
唐豪科技股份有限公司,33656592,8
唐輝實業有限公司,262691740,9
唯仕易有限公司,223705009,9
唯他有限公司,33895903,8
唯仲科技股份有限公司,229929045,9
唯品企業有限公司,223563900,9
唯翱投資股份有限公司,223131588,9
唯馨股份有限公司,227189211,9
唯驛有限公司,915039077,9
唯鼎國際有限公司,225173997,9
唯鼎織帶廠股份有限公司,426993622,9
商僑實業有限公司,225435281,9
商勝電工股份有限公司,227913175,9
商十八國際企業有限公司,228164533,9
商合系統科技股份有限公司,225238666,9
商情數位科技有限公司,287721797,9
商惠有限公司,33256301,8
商策全球股份有限公司,287220080,9
啟亞工程有限公司,73389963,8
啟利興業有限公司,228950595,9
啟展科技有限公司,226961736,9
啟弘企業股份有限公司,423115706,9
啟心實業股份有限公司,222782226,9
啟恒科技股份有限公司,225170208,9
啟意科技股份有限公司,73812112,8
啟成車業有限公司,62521037,8
啟揚儀器股份有限公司,225588238,9
啟新紙器工業有限公司,229019937,9
啟正消防技術股份有限公司,34521669,8
啟源塑膠工業股份有限公司,228010845,9
啟煌興業有限公司,67225507,8
啟發工程有限公司,224984372,9
啟盛光電科技股份有限公司,229480708,9
啟碩機械廠有限公司,62392501,8
啟程媒體有限公司,287871133,9
啟航通運有限公司,282520506,9
啟英學校財團法人桃園市?英高級中等學校,34523036,8
啟運興業股份有限公司,222238500,9
啟銘機械股份有限公司,33666167,8
啟順空油壓器材有限公司,33229395,8
啾哇嘿喲國際有限公司,227522653,9
善哉機械股份有限公司,34091177,8
善哉環保股份有限公司,34116767,8
善圓生命服務有限公司,937959906,9
善弘實業股份有限公司,76983235,8
善水堂養生事業有限公司,75217668,8
善科企業有限公司,79765239,8
善農科技股份有限公司,227467408,9
善進實業有限公司,33252961,8
喜伯企業有限公司,423254337,9
喜原興業有限公司,422370795,9
喜善食品行,63557808,8
喜悅國際有限公司,227927875,9
喜愛國際有限公司,229929953,9
喜提達物流股份有限公司,34964666,8
喜樂時代影城股份有限公司,227888185,9
喜洋洋有限公司,34938999,8
喜海有限公司,35396570,8
喜玥健康資產管理股份有限公司,226942798,9
喜盈服裝有限公司,47282727,8
喜美電訊股份有限公司,255811985,9
喜舊傢俱有限公司,426272772,9
喜詮生技股份有限公司,235017468,9
喜越國際行銷有限公司,226261185,9
喜騰有限公司,287705979,9
喜鵲生活股份有限公司,423027232,9
喨堤印刷有限公司,222233391,9
喬仲管理顧問有限公司,75535477,8
喬信公寓大廈管理維護有限公司,287913858,9
喬創科技有限公司,226988201,9
喬力科技有限公司,424920886,9
喬喜有限公司,229995133,9
喬培義式廚房,39553020,8
喬奇股份有限公司,287919295,9
喬奕斯有限公司,33296922,8
喬安國際開發有限公司,225596259,9
喬安網路平台股份有限公司,226510598,9
喬宏實業有限公司,229702725,9
喬宏物流有限公司,73735458,8
喬展機電工程有限公司,289536256,9
喬岱企業有限公司,62531668,8
喬嵩實業有限公司,227219991,9
喬弘企業社,63301889,8
喬斐塑膠實業股份有限公司,222021909,9
喬新國際企業有限公司,422411321,9
喬日營造有限公司,76426045,8
喬木實業有限公司,33758455,8
喬柏科技有限公司,422269777,9
喬正工業股份有限公司,62701111,8
喬沛登月有限公司,422471925,9
喬泰營造有限公司,77776279,8
喬泰興業股份有限公司,287976797,9
喬洋國際股份有限公司,62477633,8
喬澤有限公司,33520232,8
喬爾舜石礦有限公司,286301769,9
喬璽空調有限公司,222596140,9
喬登不動產經紀有限公司,34919090,8
喬登泰國際股份有限公司,225217722,9
喬發工業股份有限公司,33678429,8
喬盟彈簧股份有限公司,222868885,9
喬立達數位媒體有限公司,227161656,9
喬章實業股份有限公司,286926800,9
喬聯特殊鋼有限公司,47383959,8
喬虹服飾店,72824838,8
喬賀國際有限公司,73102177,8
喬賀興業有限公司,232344455,9
喬越實業股份有限公司,285122222,9
喬鈞國際有限公司,800770588,9
喬錡有限公司,229895283,9
喬馬仕國際有限公司,277310368,9
喬齡牙醫診所,229365881,9
嘉仕達國際企業有限公司,73108058,8
嘉仟開發股份有限公司,422477518,9
嘉佑興工程有限公司,65050667,8
嘉何工程行,52208966,8
嘉信公寓大廈管理維護股份有限公司,33390106,8
嘉億實業有限公司,73381867,8
嘉億蛋品有限公司,53792193,8
嘉元國際實業有限公司,34637503,8
嘉元鋼模股份有限公司,222045969,9
嘉冠企業社,56320115,8
嘉勛國際人力顧問有限公司,33667718,8
嘉升企業社,66816331,8
嘉南車業有限公司,62662772,8
嘉同股份有限公司,226932410,9
嘉城企業社,426350024,9
嘉士達國際企業有限公司,226922288,9
嘉好企業有限公司,73899147,8
嘉家興實業有限公司,229301188,9
嘉尚汽車行,222129081,9
嘉年國際有限公司,227055857,9
嘉弘企業有限公司,229111768,9
嘉恆工程有限公司,55353568,8
嘉恩生技有限公司,47351037,8
嘉成國際物流有限公司,73532635,8
嘉成機車行,52354951,8
嘉成電機五金行,75217773,8
嘉承營造有限公司,33343716,8
嘉文牙醫診所,62140171,8
嘉新事業有限公司,227665368,9
嘉昇企業行,76934537,8
嘉昱油漆工程行,66375110,8
嘉曜貿易有限公司,286013381,9
嘉朗實業有限公司,33463585,8
嘉欣汽車商行,52332777,8
嘉正企業有限公司,424372005,9
嘉毅消防工程有限公司,423780178,9
嘉泰興實業有限公司,227206230,9
嘉滿意店舖,927615886,9
嘉澤室內裝修工程行,52327750,8
嘉爵塑膠股份有限公司,62700205,8
嘉爵工業有限公司,65922666,8
嘉瑞有限公司,33115898,8
嘉瑞生物科技有限公司,226942316,9
嘉璟國際開發有限公司,422751151,9
嘉甫室內裝修工程股份有限公司,225098900,9
嘉田汽車股份有限公司,52771357,8
嘉盈實業股份有限公司,48321288,8
嘉盈實業股份有限公司斗六分公司,48321288,8
嘉益環保有限公司,988083487,9
嘉益螺絲股份有限公司,227998379,9
嘉益鑫實業有限公司,67031599,8
嘉盛實業有限公司,34768499,8
嘉祥工程有限公司,422081371,9
嘉禾建材有限公司,35503660,8
嘉禾星實業有限公司,75887060,8
嘉立鋁業有限公司,225974001,9
嘉笙企業社,229946377,9
嘉緹科技股份有限公司,35356928,8
嘉群印刷事業有限公司,227995667,9
嘉義市政府消防局,52716639,8
嘉義市私立安心老人長期照顧中心(長期照護型),52355860,8
嘉義市私立心寶托嬰中心,52841486,8
嘉義市私立柏克來語文珠算短期補習班,52168178,8
嘉義市西區戶政事務所,52831823,8
嘉義市電腦商業同業公會,422023989,9
嘉義縣東石鄉農會,53799174,8
嘉義縣番路鄉農會,52591360,8
嘉義縣私立宜家老人長期照顧中心,52955081,8
嘉義縣私立欣苗幼兒園,920071688,9
嘉義縣私立祥賀老人長期照顧中心(養護型),52642933,8
嘉義縣農會,52682010,8
嘉耐股份有限公司,34903829,8
嘉耕塑膠工業股份有限公司,33248078,8
嘉茂電器工程有限公司,980122295,9
嘉葳實業有限公司,277092588,9
嘉蓮企業有限公司,225989089,9
嘉誠國際企業有限公司,222678131,9
嘉豐工業股份有限公司,286856262,9
嘉豐鋼鐵有限公司,76284321,8
嘉豐電子材料,35722269,8
嘉軒企業社,492392870,9
嘉進國際有限公司,223511333,9
嘉達通運有限公司,227361914,9
嘉邡企業有限公司,35622988,8
嘉里興業股份有限公司,425629746,9
嘉鋐電機實業社,63111713,8
嘉鋒企業社,38232557,8
嘉鋒有限公司,227176178,9
嘉鎂國際醫材股份有限公司,32125437,8
嘉陞興業有限公司,229992833,9
嘉靈實業股份有限公司,223142502,9
嘉韡工業股份有限公司,33637777,8
嘉順食品有限公司,33662500,8
嘉騰有限公司,422351616,9
嘟嘟好股份有限公司,76250942,8
嘟嘟屋國際實業有限公司,286933580,9
嘟嘟屋科技有限公司,286933580,9
噶瑪蘭廣播電台股份有限公司,39387999,8
嚴氏企業股份有限公司,33468167,8
囍鵲婚禮顧問工作室,939155113,9
四兩千金活蝦之家有限公司,73497788,8
四季柔國際企業有限公司,229882399,9
四季森林餐飲有限公司,73633356,8
四川土產股份有限公司,226702308,9
四方八達科技有限公司,223951280,9
因法銳實業有限公司,422955420,9
固居建設有限公司,228335411,9
固德國際有限公司,229002915,9
固德生化科技有限公司,422850815,9
固特立有限公司,37633270,8
固群企業股份有限公司,227033177,9
固鉦電機有限公司,33289933,8
固銳電子股份有限公司,33253518,8
固雷德有限公司,56324076,8
囿福有限公司,55862307,8
國井毛毯股份有限公司,66526116,8
國信商行,89322017,8
國儷實業有限公司,422030279,9
國全有限公司,32170521,8
國利機車行,52531404,8
國勝車業有限公司,62610668,8
國喜營造有限公司,48355790,8
國喬漁業股份有限公司,78213799,8
國嘉製藥工業股份有限公司,426816197,9
國城診所,229175941,9
國大聯合會計師事務所,225571892,9
國安水電材料有限公司,227411533,9
國寶科技股份有限公司,222182608,9
國年實業有限公司,223955636,9
國廷建設股份有限公司,227518228,9
國恩車業股份有限公司,48893353,8
國揚會計師事務所,423023633,9
國揚汽車商行,33842068,8
國揚鋁業股份有限公司,226726233,9
國攏機械工業股份有限公司,75510165,8
國新機車行,35555207,8
國暉通信電機有限公司,223951191,9
國暘開發有限公司,32182345,8
國林號開發股份有限公司,76433322,8
國根建設股份有限公司,77164986,8
國泰中醫診所,39360869,8
國海輝固股份有限公司,222228936,9
國澄冷凍空調有限公司,77474789,8
國王企業社,987681846,9
國琩生化科技有限公司,34897277,8
國產製熱工業股份有限公司,229170907,9
國盛塑膠股份有限公司,226868333,9
國盛生化股份有限公司,223955636,9
國硯有限公司,222261619,9
國礎富裔山社區管理委員會,222120944,9
國立海洋科技博物館,224696000,9
國立華僑高級中等學校,229684131,9
國竺企業有限公司,73731789,8
國紘實業有限公司,47353343,8
國紘科技有限公司,32120997,8
國統國際股份有限公司,75573755,8
國綸實業有限公司,77017566,8
國群網通有限公司,79766698,8
國聯螺絲工業股份有限公司,76258671,8
國興中醫診所,223632057,9
國興耐火材料有限公司,78025329,8
國華公寓大廈管理維護股份有限公司,225676456,9
國華車業行,62328389,8
國萊實業有限公司,225057443,9
國豐雷射股份有限公司,34751799,8
國軍退除役官兵輔導委員會雲林縣榮民服務處,55322742,8
國都工程有限公司,73757525,8
國鉅生化有限公司,422651590,9
國銘耐火工業股份有限公司,226539688,9
國銨興業有限公司,229618880,9
國鎰金屬有限公司,33133853,8
國際世佳科技有限公司,47562425,8
國際交通股份有限公司,33992262,8
國際品質驗證股份有限公司,423580901,9
國際大旅?,228617100,9
國際教育交流股份有限公司,223702277,9
國際智庫企業有限公司,277288267,9
國際珍古德教育及保育協會中華民國總會,223966236,9
國際蓄電池有限公司,35329731,8
國際豐倍盛有限公司,227630268,9
國際通有限公司,229765971,9
國際金華鋼工業有限公司,33248300,8
國際金融廣場管理委員會,287884355,9
國際電木板企業有限公司,33962575,8
國順欣業有限公司,33297716,8
園景企業有限公司,47779196,8
圓哲科技有限公司,35770262,8
圓嘉室內裝修工程有限公司,225929819,9
圓圓飾品百貨商行,88642612,8
圓宸雲端科技有限公司,227589967,9
圓寶冷凍食品股份有限公司,47993003,8
圓德資訊股份有限公司,223461888,9
圓揚科技股份有限公司,36578345,8
圓滿國際企業社,223887398,9
圓通速?有限公司,33992368,8
圖現科技有限公司,227583829,9
圖發企業社,289521818,9
圖靈數位股份有限公司,223311528,9
圜亞實業有限公司,33794441,8
土地公不動產有限公司,282828522,9
土帝公地產開發有限公司,62797247,8
地恩企業行,69274689,8
圳嶸工程股份有限公司,426910282,9
圻霖工程有限公司,73103026,8
均?工程有限公司,47376428,8
均利科技股份有限公司,227062110,9
均叡有限公司,222971358,9
均堉車業行,37696125,8
均彥企業有限公司,73521201,8
均旻企業有限公司,73639058,8
均昀行有限公司,422781586,9
均易科技股份有限公司,73450858,8
均牧實業股份有限公司,47689898,8
均翊建設有限公司,87751399,8
均采企業有限公司,222287757,9
均鐘企業有限公司,226349331,9
坊?行,423593579,9
坤儀室內裝修設計有限公司,223587701,9
坤元石材有限公司,229817618,9
坤內斯客戶聯通有限公司,34279726,8
坤宏機車行,55966772,8
坤展科技有限公司,73527983,8
坤建建設股份有限公司,225178105,9
坤慶國際開發股份有限公司,227581833,9
坤旺工程行,958772270,9
坤昇電業行,34380968,8
坤晁車業有限公司,425873066,9
坤朋通訊有限公司,33113366,8
坤毅工程有限公司,73710019,8
坤泓科技有限公司,423583643,9
坤泰土木包工業,34794478,8
坤瓚貿易有限公司,73113812,8
坤田餐飲有限公司,62084298,8
坤發車業商行,629857221,9
坤發輪業行,424226667,9
坤翰紙業股份有限公司,87783951,8
坤聖冷凍空調有限公司,47279990,8
坤芳食品有限公司,63550862,8
坤芳麵包坊,63560892,8
坤華水電行,229120409,9
坤裕精機股份有限公司,423593830,9
坤諭研磨企業有限公司,52373502,8
坤豐興業有限公司,33706760,8
坤輝小客車租賃有限公司,937554658,9
坤鑫工業有限公司,987011114,9
坤陞塑膠企業有限公司,423359438,9
坤霖精密有限公司,47708588,8
坦諾藝術文化有限公司,222513757,9
坪林企業有限公司,222329136,9
垣富精密有限公司,424962262,9
垣泰建材有限公司,34638039,8
城中車行,492552132,9
城乙實業有限公司,289537358,9
城創國際股份有限公司,222578115,9
城友機車行,87360169,8
城室科技有限公司,34357075,8
城市傳媒整合行銷有限公司,72239818,8
城新輪業商行,423506618,9
城業實業有限公司,33237333,8
城毅不動產經紀有限公司,35305060,8
城閎商行,286658005,9
埕銪塑膠有限公司,47366868,8
培鉅企業有限公司,229520101,9
基元營造有限公司,423378826,9
基因庫科技有限公司,222112141,9
基昌企業行,225164667,9
基智國際有限公司,223705622,9
基智室內裝修有限公司,227599169,9
基特國際股份有限公司,35396368,8
基石築夢工場有限公司,229625951,9
基磊工程技術顧問有限公司,228850221,9
基礎忠恕道院,33591111,8
基詮企業股份有限公司,228014989,9
基酵生物科技股份有限公司,226272555,9
基鈿工業股份有限公司,426886479,9
基隆市保險經代業職業工會,224262023,9
基隆市勞動力服務人員職業工會,224341069,9
基隆市推銷員業職業工會,224271580,9
基隆市暖暖區公所,224579121,9
基隆市私立小象短期補習班,950134839,9
基隆市私立岑英文理短期補習班,224256299,9
基隆市私立長樂文理短期補習班,224335636,9
基隆市私立順逸老人長期照顧中心(養護型),224340129,9
基隆市計程車駕駛員職業工會,224215371,9
基隆市雨傘加工修理業職業工會,224271580,9
堂城機械實業有限公司,33232815,8
堂埕機械廠有限公司,62530095,8
堅伯威有限公司,73972677,8
堅信水泥製品股份有限公司,55334035,8
堅益鋼模股份有限公司,229829548,9
堅若國際工業有限公司,226206202,9
堅雄工程有限公司,76468759,8
堡僑有限公司,227994916,9
堡勝工業股份有限公司,425664567,9
堡富興業股份有限公司,34834108,8
堡誠電訊工程有限公司,903330723,9
堡隆有限公司,222252324,9
堤亞科技有限公司,227222662,9
堪薩斯服飾股份有限公司,227554533,9
塑舜實業有限公司,62393391,8
塔其國際股份有限公司,32503515,8
塔哩國際股份有限公司,226305980,9
塔奇艾羅實業有限公司,227181045,9
塗耐可國際有限公司,33891830,8
塞席爾商展宇貿易股份有限公司,227211138,9
塞席爾商瀚霆股份有限公司,287126528,9
塞特科技股份有限公司,422779108,9
境晟室內裝修設計工程有限公司,422085868,9
境祥國際商務有限公司,223616161,9
增安鋼鐵工業有限公司,422824567,9
增福企業社,53005099,8
增通盛股份有限公司,223880803,9
增鴻機車行,36686211,8
墨力國際股份有限公司,425261188,9
壟銓科技股份有限公司,76119001,8
壢都營造股份有限公司,34636577,8
士傑陞資產有限公司,229660478,9
士元股份有限公司,34556727,8
士寶電子有限公司,228835135,9
士廷貿易有限公司,222991311,9
士琳科技有限公司,33173555,8
士瑩企業有限公司,228221269,9
士翔實業股份有限公司,223042127,9
士耕室內裝修設計有限公司,34985056,8
士華企業有限公司,228891368,9
士豐商號,55872525,8
士豪國際有限公司,225623335,9
士邦氣動工具有限公司,425130082,9
壯旺企業有限公司,63312223,8
壹加壹餐飲實業股份有限公司,282853165,9
壹山營造工程股份有限公司,72267792,8
壹柒捌玖有限公司,233222089,9
壹次心冷飲店,87538188,8
壽元治實業有限公司,76141963,8
壽豐紙業股份有限公司,77330339,8
夆安科技股份有限公司,227951282,9
夏晨股份有限公司,222696621,9
夏江有限公司,229851491,9
夏田產品設計有限公司,427003500,9
夏耘股份有限公司,225039966,9
夏至島國際有限公司,223010306,9
多利國際興業股份有限公司,231514089,9
多利生活館,77406852,8
多力企業社,65050291,8
多加股份有限公司附設臺中市私立多加居家長照機構,424792569,9
多勝土產貿易有限公司,225816229,9
多吉那股份有限公司,75587999,8
多喜食品股份有限公司,277309294,9
多威企業有限公司,287122011,9
多惠企業有限公司,224979008,9
多田生技醫藥有限公司,222216299,9
多省錢百貨有限公司,48890685,8
多麗金國際有限公司,62990711,8
多麼餐飲有限公司,62378461,8
夜貓子食品企業有限公司,222890396,9
夢想家社區A區管理委員會,34399495,8
夢想旗艦娛樂國際有限公司,927003851,9
大?有限公司,75515707,8
大世紀開發廣告有限公司,226101317,9
大丘店有限公司,226921422,9
大中風管科技實業有限公司,425350256,9
大久應用材料有限公司,223715509,9
大乘數位行銷有限公司,424366700,9
大乘菩提有限公司,77493510,8
大予行銷顧問有限公司,287705557,9
大亞環保股份有限公司,62706359,8
大亞鐵寶股份有限公司,62703166,8
大亨車刀有限公司,77713225,8
大京全球科技有限公司,423585850,9
大仁耳鼻喉科診所,289260006,9
大仝建築師事務所,225111023,9
大佳科技股份有限公司,222995123,9
大來禮品贈品有限公司,62643815,8
大來重工有限公司,226012706,9
大信事業有限公司,48230387,8
大信防水工程有限公司,228588666,9
大倉酷眼鏡有限公司,33132339,8
大傳教育顧問有限公司,228579680,9
大億國際有限公司,225522518,9
大億國際興業股份有限公司,62617171,8
大億機車行,78159004,8
大億自動化機械股份有限公司,222685058,9
大億車業行,62914333,8
大允鋼鐵有限公司,76104195,8
大內實業有限公司,285121188,9
大內食品行,55890666,8
大全省廣告事業社,229873232,9
大公照明設計顧問有限公司,227528119,9
大列車服裝開發有限公司,222195878,9
大前興業有限公司,910754757,9
大力工程行,87526839,8
大力開發企業有限公司,73385992,8
大勝技研有限公司,47388071,8
大勝網通科技工程股份有限公司,73737395,8
大千淨水有限公司,32820868,8
大升電子有限公司,228733073,9
大南方資源再生股份有限公司,65704668,8
大原文化事業有限公司,227557622,9
大及室內裝修設計股份有限公司,227736506,9
大友亮工程股份有限公司,423770770,9
大友加油站有限公司,56369937,8
大台南勞動力援助人員職業工會,62281007,8
大台南升學補習教學人員職業工會,62830999,8
大司有限公司,422336082,9
大吉旺搬家通運有限公司,225326436,9
大嘉診所,76895789,8
大器商貿有限公司,232333431,9
大器生活國際有限公司,222689619,9
大國民藥局,33355575,8
大圖科技有限公司,285123886,9
大地健康科技股份有限公司,72516832,8
大地旅人環境工作室,229350203,9
大地電訊股份有限公司,77260909,8
大塊文化出版股份有限公司,287123898,9
大大小小行創股份有限公司,277309598,9
大威企業社,226781010,9
大宇冷凍企業有限公司,937282931,9
大宇通信工程行,423354619,9
大安禮儀有限公司,422263434,9
大安通商大樓管理委員會,225429127,9
大安通運企業有限公司,73590238,8
大宗景觀有限公司,77470793,8
大宜昌商業有限公司,56915255,8
大家不動產開發有限公司,286685598,9
大容聯合建築師事務所,423292779,9
大富驊科技事業有限公司,222127357,9
大寶科技股份有限公司,423292926,9
大將國際企業有限公司,422653225,9
大將國際開發股份有限公司,52840758,8
大將科技股份有限公司,225928285,9
大尺設計工程股份有限公司,227405158,9
大展建築師事務所,77277607,8
大展機車行,426561349,9
大山機車行,424872028,9
大山網路有限公司,225673886,9
大嶸電器企業有限公司,62238538,8
大嶼五金企業有限公司,33160701,8
大川鋼管股份有限公司,73431236,8
大工程有限公司,222075308,9
大巨興業股份有限公司,226648618,9
大師國際不動產股份有限公司,225598383,9
大府電機股份有限公司,227774885,9
大心小客車租賃有限公司,33763993,8
大忠車業行,229677098,9
大忠金屬企業有限公司,87074302,8
大悟實業有限公司,33291111,8
大愛感恩科技股份有限公司,226575245,9
大愛搬家貨運有限公司,266202678,9
大愛環保科技有限公司,226575245,9
大慶清心冷飲店,422627938,9
大成不動產經紀有限公司,66567090,8
大拓開發顧問有限公司,33167756,8
大拿有限公司,34821635,8
大政地政士事務所,228930401,9
大數聚物聯科技股份有限公司,222542131,9
大文機電工程有限公司,222175464,9
大新展業有限公司,422620333,9
大新模具工業股份有限公司,229966482,9
大昇印刷有限公司,52867019,8
大昇建材行,69215066,8
大昌八八國際開發有限公司,906958005,9
大明彈簧股份有限公司,222695188,9
大明護理之家,422773312,9
大晟機構工程有限公司,73529912,8
大有為旅行社股份有限公司,227784959,9
大杰企業社,52354916,8
大杰建設股份有限公司,227515290,9
大林工業有限公司,287928001,9
大桌環境整合股份有限公司,227903522,9
大業欣建設股份有限公司,225572878,9
大業科技有限公司,228830699,9
大榮草本生活科技有限公司,52277907,8
大橋聯合會計師事務所,73461833,8
大欣禮贈品社,77470212,8
大歐機電工程行,73118290,8
大正保全股份有限公司,79712255,8
大正公寓大廈管理維護股份有限公司,79712255,8
大正船務代理有限公司,79728588,8
大永和股份有限公司,282191751,9
大永國際股份有限公司,78211015,8
大江有限公司,287977811,9
大泰企業行,73117079,8
大洋國際電子材料有限公司,34252593,8
大滿貫運動用品有限公司,289315888,9
大澤貿易有限公司,289769520,9
大濟製藥廠股份有限公司,422033533,9
大爭工業股份有限公司,222913571,9
大玓廣告有限公司,55331169,8
大瑋叔叔炸雞有限公司,980025247,9
大瑩精品企業有限公司,75332351,8
大瑭貿易股份有限公司,423820333,9
大環昌國際有限公司,225069857,9
大田出版有限公司,223696315,9
大發餐具行,62970868,8
大盈貿易有限公司,225857681,9
大益國際物流有限公司,63311199,8
大盛電腦用品有限公司,422812811,9
大直AMOUR管理委員會,285022241,9
大眾全民起重有限公司,424930697,9
大眾消防企業社,87661150,8
大眾遊覽汽車股份有限公司,73921497,8
大眾金屬有限公司,222026888,9
大眾鐘錶店,35235325,8
大石興業有限公司,73410124,8
大石門旅行社有限公司,34918861,8
大研工程顧問有限公司,62753905,8
大福和資源再生股份有限公司,65702334,8
大禾照明企業行,75535580,8
大禾美廣告有限公司,912418016,9
大立電梯有限公司,229280403,9
大筆資訊股份有限公司,424220703,9
大籠實業有限公司,224211880,9
